,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
18678,여,30.0,4,2,5,5,3,5,6,3,9,1.0,2,친구집,5.0
18679,여,40.0,2,3,2,4,4,4,3,4,3,3.0,2,화담숲,5.0
18680,여,20.0,4,1,1,5,4,5,7,6,1,1.0,1,라오삐약,5.0
18683,남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,하루필름 성수점,4.0
18685,여,50.0,2,3,2,2,1,2,6,6,2,1.0,5,연천수레울아트홀,5.0
18686,남,30.0,1,4,3,3,3,3,6,6,4,0.0,21,두물머리,4.0
18687,여,30.0,2,2,2,2,4,5,2,6,9,1.0,2,동기간,5.0
18690,남,60.0,4,3,5,5,4,3,5,3,8,0.0,6,행리단길,4.0
18691,남,40.0,4,4,6,4,2,3,2,5,3,3.0,8,나룻배마을,2.0
18692,여,20.0,1,1,1,4,7,1,7,7,1,1.0,1,보드코리아 강남점,3.0
18694,여,30.0,3,2,3,1,2,3,1,2,7,1.0,1,광복낚시,5.0
18698,여,20.0,5,2,1,3,4,5,5,1,3,1.0,3,호텔아르떼,3.0
18699,남,30.0,2,2,3,2,2,3,2,3,1,3.0,2,올림픽공원 우리금융아트홀,3.0
18700,남,30.0,2,2,2,4,5,4,3,3,2,1.0,2,벽초지수목원,4.0
18702,남,20.0,1,2,1,5,6,1,7,5,2,0.0,22,카페여주,5.0
18703,남,20.0,6,4,2,5,5,6,4,5,1,1.0,6,창덕궁,3.0
18704,여,20.0,4,1,2,2,4,4,3,6,2,1.0,8,해자연캠핑장,4.0
18706,여,20.0,4,4,1,1,4,7,7,7,9,2.0,9,설레임의원 강남점,1.0
18707,남,20.0,1,4,1,5,4,2,5,2,4,0.0,27,에어비앤비 숙소,4.0
18709,여,40.0,1,4,3,2,2,4,4,6,1,1.0,6,울미숲카페,4.0
18711,남,40.0,3,5,5,2,5,5,1,5,7,2.0,11,봉수대공원 주차장,4.0
18715,여,20.0,7,1,6,3,6,6,3,3,1,3.0,1,모센즈스위트,4.0
18716,여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,돌담길,4.0
18717,여,50.0,2,2,1,2,3,1,2,7,3,1.0,2,쌈지길,5.0
18718,남,30.0,4,4,2,4,6,5,6,6,1,0.0,5,롯데프리미엄아울렛 파주점,5.0
18721,남,20.0,6,2,6,3,2,6,3,6,7,3.0,5,캠프월드레저,5.0
18722,여,20.0,3,2,2,4,5,3,6,5,9,2.0,1,KFC 동대문점,5.0
18723,남,30.0,2,1,2,2,1,1,2,4,2,0.0,3,산수야만두전골,2.0
18724,여,40.0,2,4,4,3,3,3,2,5,2,1.0,2,힐링빌,4.0
18725,여,50.0,2,2,4,2,3,4,4,5,3,3.0,23,청와옥 석촌호수직영점,5.0
18728,여,20.0,2,3,1,1,4,5,2,7,7,1.0,22,여주맛있는휴게소 강릉방향,4.0
18732,남,30.0,6,2,2,6,3,6,6,2,4,0.0,21,하버파크호텔 개항카페,3.0
18733,여,30.0,2,2,5,3,2,1,2,6,2,0.0,21,내모텔,2.0
18734,여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,꽃이피움,4.0
18735,남,20.0,6,2,2,6,3,3,5,4,1,1.0,4,숙소,5.0
18737,여,30.0,4,2,6,1,4,6,1,5,1,1.0,6,병점역 1호선,4.0
18739,남,20.0,5,1,6,1,1,3,6,7,1,0.0,4,용산역,5.0
18741,여,40.0,3,3,3,5,3,3,3,5,8,0.0,6,안양중앙시장,4.0
18745,여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,행리단길,3.0
18746,여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,커피빈 용인에버랜드점,5.0
18747,여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,레스케이프호텔,5.0
18750,남,20.0,3,1,2,1,3,4,3,6,1,0.0,3,더현대서울,4.0
18754,여,30.0,2,2,2,2,2,2,5,7,2,0.0,21,라이브러리스테이 지지향,5.0
18756,여,20.0,2,2,4,1,1,1,4,6,10,1.0,7,광장시장,3.0
18758,남,30.0,5,2,4,2,3,6,5,5,7,2.0,6,개항장 근대건축전시관,3.0
18759,여,20.0,6,6,6,3,3,4,6,6,1,0.0,6,패터슨커피,5.0
18760,남,30.0,1,1,1,2,2,1,5,7,8,1.0,6,제주국제공항,5.0
18763,여,50.0,4,2,2,1,2,3,2,5,5,1.0,1,그랜드머큐어앰버서더,4.0
18764,남,40.0,4,4,6,4,2,3,2,5,3,3.0,8,전곡선사박물관,4.0
18765,남,40.0,2,1,3,2,1,4,7,6,3,2.0,1,청운숯불갈비,5.0
18767,남,40.0,1,1,1,3,7,2,2,5,1,3.0,23,소노캄고양 웨스트타워,3.0
18768,남,20.0,4,1,2,2,4,4,2,6,1,0.0,7,후라토식당 여의도직영점,5.0
18769,여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,롯데월드아쿠아리움,5.0
18770,남,40.0,4,1,2,1,3,4,2,2,8,1.0,3,화성행궁,5.0
18771,여,30.0,3,2,1,4,4,5,6,2,8,0.0,3,보영만두 북문본점,4.0
18773,여,20.0,3,2,2,1,2,6,7,3,1,1.0,23,안다즈 서울강남,5.0
18774,여,40.0,1,1,1,1,1,7,7,1,3,2.0,5,Kt소닉붐아레나경기장,5.0
18778,남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,우래옥 본점,5.0
18779,남,30.0,6,2,1,3,5,3,5,6,3,1.0,2,태화산명가,4.0
18780,여,20.0,1,4,2,6,6,3,6,6,3,1.0,21,인터라켄펜션,5.0
18781,여,40.0,2,4,4,6,3,4,4,2,7,2.0,6,진가와 잠실롯데월드몰점,3.0
18782,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,여의도공원,5.0
18787,여,20.0,2,1,1,6,6,6,6,5,1,1.0,4,논현신동아파밀리에아파트 놀이터,4.0
18790,여,40.0,5,1,5,1,1,7,3,4,2,0.0,23,올림픽공원역 9호선,4.0
18792,여,40.0,5,1,5,1,1,7,3,4,2,0.0,23,잠실역 2호선,4.0
18795,남,30.0,2,3,2,6,2,3,6,5,1,0.0,4,옥동식,5.0
18800,여,20.0,1,2,4,3,3,4,3,7,2,0.0,3,창덕궁,4.0
18801,남,20.0,4,3,4,6,4,3,6,5,1,0.0,1,롯데월드타워&롯데월드몰,4.0
18802,여,20.0,4,1,4,1,1,2,7,3,2,0.0,4,얼스어스 서촌점,5.0
18803,여,20.0,4,1,3,3,4,4,3,2,3,1.0,1,롯데월드타워&롯데월드몰,5.0
18804,남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,익선동한옥거리,1.0
18806,여,20.0,6,1,2,5,7,7,1,7,5,4.0,1,워터플레이 수상레저,5.0
18810,남,30.0,6,1,1,2,6,6,2,5,7,1.0,24,소문난이동갈비,4.0
18812,여,20.0,3,6,5,5,3,5,5,2,2,0.0,1,영녕릉세종대왕 유적지구,3.0
18818,여,30.0,4,3,1,3,4,4,1,7,1,1.0,22,띵굴스토어 성수점,4.0
18819,남,20.0,4,2,2,3,4,3,4,4,1,0.0,4,서울고속버스터미널(경부),3.0
18820,여,40.0,4,2,4,3,4,2,3,1,1,1.0,3,시골집,4.0
18821,여,40.0,3,2,5,2,3,6,3,6,1,1.0,21,맥도날드 서울시청점,3.0
18825,남,30.0,2,2,2,5,2,1,1,3,1,1.0,8,인천환경공단 송도스포츠파크,5.0
18831,남,20.0,7,1,6,2,1,6,6,4,3,1.0,23,유니플렉스,5.0
18833,여,20.0,7,4,1,2,4,6,5,6,1,1.0,9,3.5CM왕소금구이 새절역점,5.0
18834,여,30.0,5,1,3,4,2,6,1,2,1,1.0,1,팔백집,5.0
18839,여,30.0,6,2,2,4,6,4,2,4,3,2.0,2,물향기수목원,3.0
18840,여,20.0,2,2,2,1,2,2,1,6,7,1.0,25,포지타노 송파점,4.0
18842,남,20.0,2,1,1,1,1,7,6,7,1,0.0,26,어텐디 북촌점,5.0
18843,여,40.0,1,1,1,1,1,1,1,4,7,0.0,3,봉은사,5.0
18845,남,60.0,1,1,1,1,1,1,1,7,2,4.0,9,용산역,5.0
18846,여,20.0,2,3,2,2,6,3,2,6,2,0.0,3,인사동쭈꾸미,5.0
18849,여,40.0,7,1,4,1,4,4,1,7,1,3.0,1,비스타워커힐 서울,5.0
18851,남,20.0,1,1,1,6,4,2,4,6,2,3.0,7,매덕스피자,4.0
18854,여,20.0,1,1,1,1,7,1,7,7,3,1.0,1,라마다 서울동대문,5.0
18855,여,30.0,1,1,1,1,1,1,1,7,3,2.0,23,서울브레드 안녕인사동점,3.0
18856,남,30.0,2,1,4,3,4,3,3,6,3,4.0,8,팔당초계국수 본점,4.0
18858,여,20.0,3,1,3,2,6,4,1,7,3,1.0,1,블레스롤 수원터미널점,4.0
18860,여,30.0,4,6,4,3,3,4,3,6,1,2.0,4,주유소,5.0
18862,남,50.0,2,2,1,4,3,2,4,4,3,1.0,21,산정호수 빵명장,4.0
18863,여,40.0,5,4,3,5,5,4,3,6,1,2.0,22,혜화돌쇠아저씨,5.0
18864,여,40.0,4,4,4,4,4,4,4,4,7,0.0,1,롯데리아 제주공항국내선탑승점,4.0
18866,여,30.0,2,2,6,5,6,5,2,6,3,1.0,26,한옥카페소원,5.0
18875,여,30.0,4,4,6,1,1,3,5,2,3,4.0,2,에버랜드,5.0
18876,여,20.0,5,2,2,6,6,2,2,6,3,4.0,24,후디커피,5.0
18877,남,40.0,1,2,1,2,2,6,2,2,1,1.0,27,남한산성 행궁,5.0
18878,남,20.0,7,3,6,2,2,2,1,5,1,1.0,6,코엑스,5.0
18880,여,30.0,1,1,1,1,1,1,1,4,3,3.0,10,태화산명가,5.0
18881,여,30.0,2,3,3,4,3,3,4,7,1,0.0,1,백남준아트센터,5.0
18882,여,40.0,2,4,2,3,5,5,2,2,1,0.0,3,율이랑,4.0
18883,남,30.0,2,1,2,5,6,2,2,6,8,1.0,6,스타벅스 성남모란DT점,5.0
18885,여,30.0,3,5,4,5,5,5,5,3,2,0.0,3,신대호수,5.0
18889,여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,탬버린즈 플래그십 스토어,5.0
18890,남,20.0,2,2,2,1,2,1,7,1,1,0.0,23,JW 메리어트 호텔 서울,5.0
18891,남,30.0,7,1,1,4,7,4,7,7,2,2.0,8,태양짬뽕 본사직영점,5.0
18892,여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,대전역,5.0
18893,여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,국립중앙박물관,5.0
18895,여,40.0,5,3,2,1,2,5,6,7,8,0.0,12,국토지리정보원 지도박물관,4.0
18896,여,30.0,3,3,3,2,2,4,5,3,1,0.0,2,광명업사이클아트센터,4.0
18897,남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,코엑스,5.0
18898,여,20.0,3,2,1,6,6,3,2,6,3,3.0,2,삼악산 케이블카 기프트샵,4.0
18900,여,20.0,2,3,3,3,3,4,2,5,1,1.0,2,스타벅스 곤지암IC DT점,5.0
18904,여,20.0,1,1,1,1,1,1,1,4,7,0.0,6,영은미술관,5.0
18905,여,50.0,2,2,5,3,5,6,2,6,3,3.0,3,IFC몰,4.0
18910,여,60.0,2,3,5,2,2,6,5,5,1,4.0,2,부자숯불갈비,4.0
18911,남,20.0,6,2,1,1,6,6,5,6,3,3.0,1,양평해장국,3.0
18912,여,30.0,2,2,2,5,6,6,6,6,2,1.0,21,수원화성,4.0
18913,남,30.0,1,4,6,6,2,2,6,4,6,1.0,5,북창동순두부 안양범계점,5.0
18914,여,40.0,1,4,1,1,2,1,6,3,6,1.0,3,화성융릉과건릉,5.0
18917,남,30.0,4,2,1,5,5,1,1,1,4,1.0,1,익선취향,5.0
18918,여,30.0,2,2,2,4,3,2,7,5,1,1.0,9,스타벅스 동탄능동DT점,4.0
18919,여,20.0,6,1,1,7,1,1,7,1,1,1.0,1,양주시립장욱진미술관,3.0
18921,여,20.0,4,3,1,3,4,3,4,6,1,2.0,3,애니메이트 홍대점,5.0
18922,남,20.0,4,1,1,4,7,1,7,5,1,0.0,2,화담숲,5.0
18927,남,30.0,2,2,2,4,2,2,4,4,1,1.0,25,에피소드706,5.0
18934,여,20.0,2,1,4,1,3,4,6,7,3,1.0,2,바바커피 수원인계점,5.0
18935,여,50.0,2,2,1,2,3,1,2,7,3,1.0,2,제이네,4.0
18936,여,20.0,6,2,2,2,2,5,3,6,7,0.0,6,카페노티드 삼성,5.0
18937,남,20.0,5,6,6,4,5,5,5,5,7,3.0,6,남이섬안반지닭갈비 1호점,4.0
18939,여,20.0,2,2,2,6,7,4,1,6,1,1.0,22,대동강,3.0
18941,남,20.0,2,6,6,5,3,6,3,3,7,1.0,7,블랑쥬의원,5.0
18942,남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,우래옥 본점,4.0
18944,여,20.0,2,1,1,7,7,5,5,5,3,1.0,3,방화수류정,5.0
18945,남,20.0,6,1,1,3,4,6,3,2,3,1.0,11,스타벅스 대학로점,4.0
18946,남,30.0,1,1,4,3,4,2,7,1,3,1.0,25,허브아일랜드,4.0
18947,여,30.0,2,2,2,2,2,2,2,6,1,1.0,9,장안문,3.0
18949,남,20.0,4,2,3,4,4,6,2,6,3,1.0,9,용산역 경의중앙선,4.0
18950,남,30.0,4,4,1,4,7,1,4,4,7,1.0,1,등촌샤브칼국수 구운점,5.0
18951,남,50.0,1,1,2,3,2,7,6,7,3,1.0,3,미술관옆사진관,5.0
18952,남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,꾸아퍼스트 센트럴파크점,4.0
18953,남,30.0,6,2,6,4,2,3,6,3,8,0.0,3,서울고속버스터미널(경부),4.0
18954,여,40.0,7,1,4,1,4,4,1,7,1,3.0,1,육개옥,5.0
18955,남,40.0,3,6,4,3,4,5,4,5,1,3.0,2,알로하피크닉&키즈카페,5.0
18956,여,30.0,2,4,2,4,3,4,3,6,3,3.0,2,가비가배,4.0
18959,여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,반포한강공원,5.0
18962,남,40.0,2,4,3,1,3,5,5,3,3,7.0,26,라뷰베이커리,4.0
18963,여,20.0,2,2,2,3,1,2,1,7,3,3.0,1,고요재,4.0
18964,여,20.0,4,1,1,4,4,7,1,7,3,1.0,3,무니 압구정본점,5.0
18966,남,40.0,2,4,4,4,4,4,4,3,2,0.0,6,골프존파크 부곡더조은골프점,5.0
18967,남,30.0,5,1,5,2,5,1,6,6,3,3.0,8,삼대째손두부,5.0
18969,남,20.0,1,1,2,3,1,1,6,7,2,3.0,8,엘마트 용인점,5.0
18972,남,50.0,6,2,2,4,5,3,3,3,7,0.0,21,부평역지하상가,4.0
18975,여,20.0,4,7,6,6,4,5,2,2,1,0.0,1,스타벅스 안양역,5.0
18981,여,30.0,6,6,2,7,7,7,1,3,8,1.0,25,영천휴게소 대구방향,5.0
18985,남,30.0,4,4,4,4,4,4,7,1,1,0.0,4,문경휴게소 양평방향,5.0
18988,여,30.0,1,1,1,2,3,2,6,6,7,0.0,3,무공돈까스 수원역점,5.0
18989,남,30.0,3,1,2,2,1,6,2,6,3,1.0,1,모드니,5.0
18990,남,40.0,1,7,4,4,6,3,3,7,8,5.0,27,언덕위에제빵소,2.0
18991,남,30.0,2,2,4,3,2,4,6,4,1,0.0,1,시흥프리미엄아울렛,4.0
18992,여,40.0,2,2,6,2,4,6,3,4,2,2.0,23,코마린 이스트보트하우스 송도지점,5.0
18994,여,40.0,2,2,3,5,6,5,5,2,2,3.0,10,테르메덴 실외온천풀,5.0
18996,여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,광화문광장,5.0
18997,여,40.0,1,4,1,1,2,1,6,3,6,1.0,3,서천휴게소 목포방향,2.0
19000,남,60.0,4,4,3,3,5,4,3,6,1,3.0,3,화성행궁,4.0
19001,여,20.0,4,2,1,3,5,2,4,4,9,1.0,1,정원속화실담다,4.0
19002,여,30.0,1,1,1,1,6,2,1,7,1,2.0,3,화성행궁,5.0
19003,남,40.0,4,4,4,5,5,4,4,4,2,0.0,28,관악산,3.0
19008,여,20.0,1,1,1,1,2,6,7,7,2,0.0,23,누하스플레이,5.0
19011,남,30.0,1,2,3,3,3,1,2,7,2,0.0,22,수원역,4.0
19013,여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,이담,4.0
19017,남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,정읍역,5.0
19018,남,40.0,1,1,1,4,4,3,2,4,8,2.0,9,국립유명산자연휴양림,5.0
19020,남,20.0,6,2,2,2,6,3,1,6,1,0.0,6,드림게스트하우스,5.0
19024,남,30.0,2,2,2,6,2,2,2,6,7,1.0,3,보영만두 북문본점,4.0
19025,여,30.0,5,3,2,5,6,6,2,2,7,1.0,9,가평역 경춘선,5.0
19027,남,20.0,4,4,5,6,3,6,6,6,4,2.0,4,명륜진사갈비 인천학익점,4.0
19028,여,40.0,2,2,1,1,4,6,4,6,1,0.0,6,북촌한옥마을,4.0
19029,남,30.0,2,2,3,2,2,4,5,7,9,1.0,23,소피텔 앰배서더 서울 수영장,2.0
19030,여,30.0,1,1,1,1,1,1,2,5,1,1.0,1,기흥휴게소 부산방향,4.0
19032,남,20.0,6,1,1,5,4,4,5,2,7,1.0,6,CU SK대호주유소점,3.0
19035,여,20.0,4,4,3,2,4,4,2,5,2,3.0,1,이천미란다호텔,3.0
19037,여,30.0,2,3,2,4,4,2,4,5,2,2.0,4,코지빌라커피,5.0
19038,여,20.0,2,1,6,5,2,6,6,6,1,1.0,5,일산칼국수 본점,5.0
19040,여,20.0,4,5,4,4,5,4,4,3,1,1.0,4,투썸플레이스 종각역점,5.0
19042,남,30.0,4,2,3,2,4,3,6,2,3,1.0,23,천미미,5.0
19043,여,30.0,4,1,4,3,5,6,2,2,8,0.0,3,호텔라엘르,5.0
19045,남,40.0,2,2,2,4,3,4,3,4,3,2.0,2,굿모닝스크린,3.0
19052,남,30.0,1,4,7,4,2,3,3,2,3,1.0,22,스타필드 고양,5.0
19053,여,30.0,5,6,6,5,5,4,4,5,2,1.0,2,곤지암리조트,4.0
19055,남,20.0,3,2,5,2,3,3,6,5,1,1.0,9,성균관대학교 인문사회과학캠퍼스,3.0
19057,남,30.0,4,1,1,3,4,1,3,5,8,0.0,4,해민면옥,5.0
19062,남,30.0,2,1,4,1,1,1,4,3,1,0.0,1,동원집,4.0
19066,여,30.0,4,3,5,4,3,5,5,5,1,0.0,3,쌈지길,4.0
19070,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,현대썬앤빌오피스텔,4.0
19071,남,30.0,3,2,2,3,2,2,6,6,2,0.0,3,항일운동기념탑,3.0
19073,여,40.0,4,4,4,5,5,5,6,5,3,3.0,6,신건영빌리지2차 9동,4.0
19074,남,30.0,2,2,1,5,4,4,6,7,1,1.0,1,현대프리미엄아울렛 송도점,4.0
19075,여,20.0,4,1,1,5,4,4,2,7,3,1.0,7,오술차 사당역점,5.0
19077,남,30.0,4,4,2,6,4,4,5,3,1,0.0,4,폴스타베이커스,5.0
19078,여,40.0,2,2,6,2,4,6,3,4,2,2.0,23,송도센트럴파크,5.0
19081,남,30.0,2,2,3,4,3,4,2,1,1,1.0,3,북서울꿈의숲,5.0
19082,남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,피카소거리,5.0
19087,남,20.0,6,1,1,1,5,6,5,5,4,0.0,6,동대문디자인플라자,4.0
19089,남,20.0,2,1,1,5,6,6,2,3,1,0.0,28,양평역,3.0
19090,남,30.0,1,1,7,1,4,7,4,7,1,0.0,6,서울로7017,4.0
19092,여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,에프라운지,5.0
19095,남,20.0,4,1,1,1,1,4,3,2,3,1.0,22,고봉민김밥인 화성병점점,5.0
19102,남,40.0,2,2,1,6,6,6,7,7,3,3.0,3,수원화성,3.0
19103,여,60.0,1,4,1,2,3,1,4,6,1,2.0,25,시흥배곧한울공원,5.0
19104,여,30.0,4,2,2,4,4,4,3,4,1,0.0,1,오산오색시장,5.0
19105,여,30.0,5,4,3,6,6,5,4,2,2,2.0,24,강동상떼빌아파트,5.0
19106,남,60.0,2,3,1,4,5,3,2,5,4,1.0,3,장흥농협하나로마트,4.0
19110,남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,Jjs house,5.0
19114,남,30.0,6,5,4,1,5,1,6,2,2,0.0,25,스타필드 하남,5.0
19117,남,20.0,7,1,1,1,7,1,1,7,2,0.0,6,모임 왕십리점,5.0
19118,남,30.0,1,1,1,3,2,2,1,2,3,1.0,6,명동교자 본점,4.0
19120,여,20.0,4,1,1,3,6,4,1,6,1,3.0,22,안성팜랜드,4.0
19122,남,30.0,2,3,3,5,3,5,2,5,7,0.0,6,청계천,5.0
19127,여,20.0,2,2,5,3,3,3,5,6,3,1.0,22,칸지고고 죽전점,3.0
19128,여,30.0,6,2,2,2,2,3,3,6,7,3.0,2,더현대서울,5.0
19129,남,20.0,4,2,2,6,5,5,6,3,7,1.0,3,수원화성 서장대,4.0
19133,남,40.0,4,2,1,2,4,4,1,3,8,5.0,3,매드포갈릭 광화문D타워점,4.0
19135,여,30.0,5,4,3,6,6,5,4,2,2,2.0,24,힐스테이트미사역그랑파사쥬 상가단지,3.0
19136,남,20.0,3,2,2,1,2,2,1,1,1,1.0,4,청이네 청도미나리삼겹살,4.0
19138,남,40.0,4,1,1,1,1,4,1,4,3,3.0,3,인사동 문화의거리,5.0
19140,여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,호수집 원조닭꼬치,4.0
19141,남,30.0,4,3,5,1,1,7,4,1,1,0.0,3,오설록티하우스 북촌점,5.0
19142,남,20.0,6,4,2,5,5,6,4,5,1,1.0,6,세운전자상가,3.0
19144,남,20.0,1,2,2,5,6,4,5,7,7,0.0,9,하늘공원,4.0
19145,여,20.0,1,1,1,6,6,1,1,7,2,1.0,2,서울랜드,5.0
19148,여,30.0,2,4,3,5,6,6,7,4,3,3.0,4,앨리웨이 광교,5.0
19150,남,30.0,4,1,3,3,4,3,2,7,5,0.0,3,서울역,5.0
19154,여,30.0,4,1,3,2,2,4,4,7,3,2.0,2,시가 방문,4.0
19156,남,20.0,1,1,3,2,2,7,6,3,2,1.0,6,한국민속촌,4.0
19158,남,30.0,2,2,1,1,3,3,6,5,1,4.0,5,현대힐스테이트아파트 서문,5.0
19159,남,20.0,2,3,2,4,5,3,6,3,4,0.0,2,봉선사,4.0
19162,여,20.0,5,5,4,5,4,4,6,6,1,1.0,2,에버랜드,4.0
19165,여,30.0,4,4,3,4,4,3,5,6,1,1.0,23,돈가 대박집 부천점,5.0
19167,여,20.0,4,4,3,2,4,4,2,5,2,3.0,1,이서휴게소 천안방향,3.0
19168,여,20.0,6,2,1,6,5,2,6,6,3,3.0,9,뉴욕버거 홍대점,5.0
19169,남,30.0,4,2,2,3,3,2,5,4,2,0.0,4,서대구역,3.0
19173,여,20.0,3,2,2,6,6,3,6,5,7,0.0,3,행리단길,4.0
19174,여,30.0,5,3,1,4,5,7,7,7,4,0.0,6,로봇김밥 김포공항점,4.0
19175,남,30.0,1,1,2,3,2,2,2,2,7,0.0,1,양명교,4.0
19180,여,60.0,4,1,2,2,4,4,4,3,7,0.0,13,신포국제시장,4.0
19182,여,30.0,5,3,2,5,6,6,2,2,7,1.0,9,현선이네 용산본점,5.0
19183,여,40.0,1,4,6,3,1,4,4,1,2,0.0,2,봉선사 일주문,3.0
19184,남,20.0,2,2,1,3,2,3,2,3,1,0.0,3,남산공원 N서울타워,5.0
19189,여,40.0,1,1,1,7,4,4,4,4,1,2.0,8,스타필드 하남,5.0
19190,남,30.0,3,2,2,2,6,5,1,2,1,1.0,22,미투,5.0
19191,여,60.0,3,7,5,3,3,4,3,3,2,0.0,4,파슬리,4.0
19193,여,20.0,4,2,3,2,3,2,5,4,3,1.0,1,남수대반점,5.0
19194,남,40.0,2,2,1,4,2,1,4,7,2,1.0,9,자라섬,5.0
19199,여,30.0,2,6,2,3,6,6,3,3,7,1.0,6,부천시민회관,4.0
19200,남,30.0,5,1,2,4,3,5,1,3,3,5.0,24,정남진장흥농협하나로마트,4.0
19202,남,30.0,3,1,1,4,3,4,1,5,8,0.0,3,팔달문,3.0
19205,남,30.0,4,1,2,1,1,4,3,5,2,1.0,6,콘래드 서울,5.0
19206,남,20.0,7,3,6,2,2,2,1,5,1,1.0,6,루오호텔,4.0
19207,남,20.0,4,3,2,3,5,5,2,4,1,1.0,23,목란,5.0
19208,여,20.0,5,5,5,3,5,3,6,6,1,0.0,3,효원공원 월화원,5.0
19213,남,20.0,4,1,5,2,4,5,1,4,1,0.0,1,브루클린커피 대학로점,4.0
19217,여,30.0,7,2,1,2,6,6,3,6,1,0.0,6,천주교서울대교구 주교좌 명동대성당,5.0
19218,여,30.0,3,2,5,5,2,4,6,7,5,1.0,21,핑크버스 김포점,5.0
19220,여,30.0,4,2,6,1,4,6,1,5,1,1.0,6,카페 인 병점,3.0
19222,여,30.0,5,3,3,4,3,5,3,5,2,1.0,3,루소홈,4.0
19223,여,20.0,6,3,5,4,4,5,1,5,2,1.0,4,슬럼덩크 수제버거,5.0
19225,여,40.0,1,1,1,1,1,7,7,1,3,2.0,5,냠냠팩토리,5.0
19226,남,30.0,1,4,1,2,3,6,6,5,3,1.0,4,안국역4번출구 주차장,4.0
19227,남,20.0,4,2,2,3,4,6,2,3,8,1.0,1,궤도,5.0
19229,남,20.0,4,4,1,4,7,4,1,7,7,1.0,6,언더스탠드에비뉴,3.0
19231,여,20.0,6,1,6,5,5,6,2,2,1,0.0,3,서울 선릉과 정릉,5.0
19233,여,40.0,3,3,3,5,3,3,3,5,8,0.0,6,"안양박물관, 김중섭박물관",5.0
19237,여,20.0,1,1,1,4,1,1,4,6,2,0.0,21,스테이션,5.0
19238,남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,경의선책거리,4.0
19242,여,40.0,2,2,2,4,6,2,1,2,2,3.0,6,피스피스,4.0
19244,남,40.0,4,5,5,6,6,6,6,1,3,1.0,5,모터크루,4.0
19245,여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,대림창고,4.0
19246,여,30.0,1,1,4,2,4,2,3,7,1,1.0,13,물의정원,5.0
19248,남,40.0,6,2,1,4,7,6,1,6,9,2.0,2,크라이치즈버거 삼성역점,5.0
19249,남,40.0,1,2,1,2,4,2,4,6,3,14.0,22,전곡항,4.0
19252,여,20.0,4,5,2,3,4,6,5,6,7,0.0,4,안녕 타니,3.0
19254,남,50.0,2,2,2,4,6,6,2,2,3,4.0,8,이정훈제빵소,5.0
19257,남,30.0,3,2,2,3,2,2,6,6,2,0.0,3,남한산성행궁 인화관,3.0
19258,여,20.0,5,3,3,4,3,6,7,4,1,3.0,26,포포민즈낫띵,4.0
19259,남,30.0,1,3,5,3,3,3,7,6,2,1.0,8,노마드 캠핑 화성지점,4.0
19261,여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,광장시장,5.0
19264,남,60.0,4,4,3,3,5,4,3,6,1,3.0,3,팔달구 남창동 동사무소앞 인도 산책길,4.0
19267,여,30.0,2,6,4,4,5,5,3,2,1,0.0,1,철도박물관,3.0
19268,남,20.0,6,1,4,2,2,4,7,7,4,0.0,1,서대구고속버스터미널,3.0
19269,여,20.0,4,3,3,3,2,5,7,5,3,2.0,21,목구멍 파주점,5.0
19270,여,40.0,1,1,3,2,4,3,6,4,2,0.0,21,동대문디자인플라자,4.0
19271,여,30.0,2,2,2,4,3,2,7,5,1,1.0,9,달빛어린이공원,4.0
